id,title,pdf_url,doc_date,doc_type,country,project_id,web_url,source_url,content_type,md5,family_id,family_year,status
GCF.document.FP024_15150.6136,Enpower to Adapt: Creating Climate-Change Resilient Livelihoods through  Community-Based Natural Resource Management (CBNRM) in Namibia — Gender assessment for FP024: Enpower to Adapt: Creating Climate-Change Resilient Livelihoods through  Community-Based Natural Resource Management (CBNRM) in Namibia,https://cdn.climatepolicyradar.org/navigator/NAM/2016/enpower-to-adapt-creating-climate-change-resilient-livelihoods-through-community-based-natural-resource-management-cbnrm-in-namibia_69382332a9ff265c4d17b1a75fe81c1e.pdf,2016-10-14T00:00:00Z,Gender assessment for FP024: Enpower to Adapt: Creating Climate-Change Resilient Livelihoods through  Community-Based Natural Resource Management (CBNRM) in Namibia,NAM,FP024,https://climateprojectexplorer.org/document/enpower-to-adapt-creating-climate-change-resilient-livelihoods-through-community-based-natural-resource-management-cbnrm-in-namibia_1c98,https://www.greenclimate.fund/sites/default/files/document/gender-assessment-fp024-eif-namibia.pdf,application/pdf,69382332a9ff265c4d17b1a75fe81c1e,GCF.family.FP024.15150,2016,parked
GCF.document.FP024_15150.6194,Enpower to Adapt: Creating Climate-Change Resilient Livelihoods through  Community-Based Natural Resource Management (CBNRM) in Namibia — Gender action plan for FP024: Enpower to Adapt: Creating Climate-Change Resilient Livelihoods through  Community-Based Natural Resource Management (CBNRM) in Namibia,https://cdn.climatepolicyradar.org/navigator/NAM/2016/enpower-to-adapt-creating-climate-change-resilient-livelihoods-through-community-based-natural-resource-management-cbnrm-in-namibia_2db8585cc0cbd7d0e518db914b70309c.pdf,2016-10-14T00:00:00Z,Gender action plan for FP024: Enpower to Adapt: Creating Climate-Change Resilient Livelihoods through  Community-Based Natural Resource Management (CBNRM) in Namibia,NAM,FP024,https://climateprojectexplorer.org/document/enpower-to-adapt-creating-climate-change-resilient-livelihoods-through-community-based-natural-resource-management-cbnrm-in-namibia_1c98,https://www.greenclimate.fund/sites/default/files/document/gender-action-plan-fp024-eib-namibia.pdf,application/pdf,2db8585cc0cbd7d0e518db914b70309c,GCF.family.FP024.15150,2016,parked
GCF.document.FP024_15150.11491,Enpower to Adapt: Creating Climate-Change Resilient Livelihoods through  Community-Based Natural Resource Management (CBNRM) in Namibia — 2019 Annual Performance Report for FP024: Enpower to Adapt: Creating Climate-Change Resilient Livelihoods through Community-Based Natural Resource Management (CBNRM) in Namibia,https://cdn.climatepolicyradar.org/navigator/NAM/2016/enpower-to-adapt-creating-climate-change-resilient-livelihoods-through-community-based-natural-resource-management-cbnrm-in-namibia_f3f4d82a4e7964ca577a57b85f247aa5.pdf,2016-10-14T00:00:00Z,Performance report,NAM,FP024,https://climateprojectexplorer.org/document/enpower-to-adapt-creating-climate-change-resilient-livelihoods-through-community-based-natural-resource-management-cbnrm-in-namibia_1c98,https://www.greenclimate.fund/sites/default/files/document/fp024-2019apr.pdf,application/pdf,f3f4d82a4e7964ca577a57b85f247aa5,GCF.family.FP024.15150,2016,parked_progress
GCF.document.FP024_15150.12673,Enpower to Adapt: Creating Climate-Change Resilient Livelihoods through  Community-Based Natural Resource Management (CBNRM) in Namibia — 2020 Annual Performance Report for FP024: Enpower to Adapt: Creating Climate-Change Resilient Livelihoods through Community-Based Natural Resource Management (CBNRM) in Namibia,https://cdn.climatepolicyradar.org/navigator/NAM/2016/enpower-to-adapt-creating-climate-change-resilient-livelihoods-through-community-based-natural-resource-management-cbnrm-in-namibia_f02a0232b59cc26e4d0096719699aa58.pdf,2016-10-14T00:00:00Z,Performance report,NAM,FP024,https://climateprojectexplorer.org/document/enpower-to-adapt-creating-climate-change-resilient-livelihoods-through-community-based-natural-resource-management-cbnrm-in-namibia_1c98,https://www.greenclimate.fund/sites/default/files/document/fp024-annual-performance-report-cy2020.pdf,application/pdf,f02a0232b59cc26e4d0096719699aa58,GCF.family.FP024.15150,2016,parked_progress
GCF.document.FP024_15150.14204,Enpower to Adapt: Creating Climate-Change Resilient Livelihoods through  Community-Based Natural Resource Management (CBNRM) in Namibia — 2018 Annual Performance Report for FP024: Enpower to Adapt: Creating Climate-Change Resilient Livelihoods through Community-Based Natural Resource Management (CBNRM) in Namibia,https://cdn.climatepolicyradar.org/navigator/NAM/2016/enpower-to-adapt-creating-climate-change-resilient-livelihoods-through-community-based-natural-resource-management-cbnrm-in-namibia_dbc089719682d6ec0dc82605a9e2a33c.pdf,2016-10-14T00:00:00Z,Performance report,NAM,FP024,https://climateprojectexplorer.org/document/enpower-to-adapt-creating-climate-change-resilient-livelihoods-through-community-based-natural-resource-management-cbnrm-in-namibia_1c98,https://www.greenclimate.fund/sites/default/files/document/fp024-2018apr.pdf,application/pdf,dbc089719682d6ec0dc82605a9e2a33c,GCF.family.FP024.15150,2016,parked_progress
GCF.document.FP024_15150.14674,Enpower to Adapt: Creating Climate-Change Resilient Livelihoods through  Community-Based Natural Resource Management (CBNRM) in Namibia — 2021 Annual Performance Report for FP024: Enpower to Adapt: Creating Climate-Change Resilient Livelihoods through  Community-Based Natural Resource Management (CBNRM) in Namibia,https://cdn.climatepolicyradar.org/navigator/NAM/2016/enpower-to-adapt-creating-climate-change-resilient-livelihoods-through-community-based-natural-resource-management-cbnrm-in-namibia_262025a246dd59476cf1152104c0ecd5.pdf,2016-10-14T00:00:00Z,Performance report,NAM,FP024,https://climateprojectexplorer.org/document/enpower-to-adapt-creating-climate-change-resilient-livelihoods-through-community-based-natural-resource-management-cbnrm-in-namibia_1c98,https://www.greenclimate.fund/sites/default/files/document/fp024-annual-performance-report-cy2021-v.pdf,application/pdf,262025a246dd59476cf1152104c0ecd5,GCF.family.FP024.15150,2016,parked_progress
GCF.document.FP024_15150.6296,Enpower to Adapt: Creating Climate-Change Resilient Livelihoods through  Community-Based Natural Resource Management (CBNRM) in Namibia — Empower to Adapt: Creating climate change resilient livelihoods through community-based natural resource management in Namibia,https://cdn.climatepolicyradar.org/navigator/NAM/2016/enpower-to-adapt-creating-climate-change-resilient-livelihoods-through-community-based-natural-resource-management-cbnrm-in-namibia_2730f42ef8d188495764b65d2792a9a6.pdf,2016-10-14T00:00:00Z,Empower to Adapt: Creating climate change resilient livelihoods through community-based natural resource management in Namibia,NAM,FP024,https://climateprojectexplorer.org/document/enpower-to-adapt-creating-climate-change-resilient-livelihoods-through-community-based-natural-resource-management-cbnrm-in-namibia_1c98,https://www.greenclimate.fund/sites/default/files/document/funding-proposal-fp024-eif-namibia.pdf,application/pdf,2730f42ef8d188495764b65d2792a9a6,GCF.family.FP024.15150,2016,parked
GCF.document.FP024_15150.17183,Enpower to Adapt: Creating Climate-Change Resilient Livelihoods through  Community-Based Natural Resource Management (CBNRM) in Namibia — Project Completion Report for FP024: Enpower to Adapt: Creating Climate-Change Resilient Livelihoods through Community-Based Natural Resource Management (CBNRM) in Namibia,https://cdn.climatepolicyradar.org/navigator/NAM/2016/enpower-to-adapt-creating-climate-change-resilient-livelihoods-through-community-based-natural-resource-management-cbnrm-in-namibia_54492606a4087274aaf4947bfc8ce801.pdf,2016-10-14T00:00:00Z,Completion report,NAM,FP024,https://climateprojectexplorer.org/document/enpower-to-adapt-creating-climate-change-resilient-livelihoods-through-community-based-natural-resource-management-cbnrm-in-namibia_1c98,https://www.greenclimate.fund/sites/default/files/document/fp024-project-completion-report.pdf,application/pdf,54492606a4087274aaf4947bfc8ce801,GCF.family.FP024.15150,2016,kept
GCF.document.FP024_15150.17185,Enpower to Adapt: Creating Climate-Change Resilient Livelihoods through  Community-Based Natural Resource Management (CBNRM) in Namibia — Final independent evaluation report for FP024: Enpower to Adapt: Creating Climate-Change Resilient Livelihoods through Community-Based Natural Resource Management (CBNRM) in Namibia,https://cdn.climatepolicyradar.org/navigator/NAM/2016/enpower-to-adapt-creating-climate-change-resilient-livelihoods-through-community-based-natural-resource-management-cbnrm-in-namibia_91a117f2cbe1f8ef5ced764d58188d69.pdf,2016-10-14T00:00:00Z,Final independent evaluation report for FP024: Enpower to Adapt: Creating Climate-Change Resilient Livelihoods through Community-Based Natural Resource Management (CBNRM) in Namibia,NAM,FP024,https://climateprojectexplorer.org/document/enpower-to-adapt-creating-climate-change-resilient-livelihoods-through-community-based-natural-resource-management-cbnrm-in-namibia_1c98,https://www.greenclimate.fund/sites/default/files/document/fp024-final-independent-evaluation-report.pdf,application/pdf,91a117f2cbe1f8ef5ced764d58188d69,GCF.family.FP024.15150,2016,parked
GCF.document.FP024_15150.21519,Enpower to Adapt: Creating Climate-Change Resilient Livelihoods through  Community-Based Natural Resource Management (CBNRM) in Namibia — Interim evaluation report for FP024: Enpower to Adapt: Creating Climate-Change Resilient Livelihoods through  Community-Based Natural Resource Management (CBNRM) in Namibia,https://cdn.climatepolicyradar.org/navigator/NAM/2016/enpower-to-adapt-creating-climate-change-resilient-livelihoods-through-community-based-natural-resource-management-cbnrm-in-namibia_55c4432b920ea5364301efb8e7e124e9.pdf,2016-10-14T00:00:00Z,Interim evaluation report for FP024: Enpower to Adapt: Creating Climate-Change Resilient Livelihoods through  Community-Based Natural Resource Management (CBNRM) in Namibia,NAM,FP024,https://climateprojectexplorer.org/document/enpower-to-adapt-creating-climate-change-resilient-livelihoods-through-community-based-natural-resource-management-cbnrm-in-namibia_1c98,https://www.greenclimate.fund/sites/default/files/document/fp024-interim-evaluation-report-pub.pdf,application/pdf,55c4432b920ea5364301efb8e7e124e9,GCF.family.FP024.15150,2016,parked
GCF.document.FP024_15150.21549,Enpower to Adapt: Creating Climate-Change Resilient Livelihoods through  Community-Based Natural Resource Management (CBNRM) in Namibia — Final evaluation report for FP024: Enpower to Adapt: Creating Climate-Change Resilient Livelihoods through  Community-Based Natural Resource Management (CBNRM) in Namibia,https://cdn.climatepolicyradar.org/navigator/NAM/2016/enpower-to-adapt-creating-climate-change-resilient-livelihoods-through-community-based-natural-resource-management-cbnrm-in-namibia_b7b7a5cf1474e4803f36176e1053f068.pdf,2016-10-14T00:00:00Z,Final evaluation,NAM,FP024,https://climateprojectexplorer.org/document/enpower-to-adapt-creating-climate-change-resilient-livelihoods-through-community-based-natural-resource-management-cbnrm-in-namibia_1c98,https://www.greenclimate.fund/sites/default/files/document/fp024-final-evaluation-report-pub.pdf,application/pdf,b7b7a5cf1474e4803f36176e1053f068,GCF.family.FP024.15150,2016,kept
GCF.document.SAP008_19090.10272,Extended Community Climate Change Project-Flood (ECCCP-Flood) — Extended Community Climate Change Project-Flood (ECCCP-Flood),https://cdn.climatepolicyradar.org/navigator/BGD/2019/extended-community-climate-change-project-flood-ecccp-flood_569f56b10f561b19e7c58d0ede1a545d.pdf,2019-11-14T00:00:00Z,Extended Community Climate Change Project-Flood (ECCCP-Flood),BGD,SAP008,https://climateprojectexplorer.org/document/extended-community-climate-change-project-flood-ecccp-flood_bf95,https://www.greenclimate.fund/sites/default/files/document/funding-sap008-pksf-bangladesh.pdf,application/pdf,569f56b10f561b19e7c58d0ede1a545d,GCF.family.SAP008.19090,2019,out_of_scope_geo
GCF.document.SAP008_19090.10793,Extended Community Climate Change Project-Flood (ECCCP-Flood) — Gender assessment for SAP008: Extended Community Climate Change Project-Flood (ECCCP-Flood),https://cdn.climatepolicyradar.org/navigator/BGD/2019/extended-community-climate-change-project-flood-ecccp-flood_ba3fab1c11e070d47b75a4f87e09ee8e.pdf,2019-11-14T00:00:00Z,Gender assessment for SAP008: Extended Community Climate Change Project-Flood (ECCCP-Flood),BGD,SAP008,https://climateprojectexplorer.org/document/extended-community-climate-change-project-flood-ecccp-flood_bf95,https://www.greenclimate.fund/sites/default/files/document/sap008-ga.pdf,application/pdf,ba3fab1c11e070d47b75a4f87e09ee8e,GCF.family.SAP008.19090,2019,out_of_scope_geo
GCF.document.SAP008_19090.10788,Extended Community Climate Change Project-Flood (ECCCP-Flood) — Gender action plan for SAP008: Extended Community Climate Change Project-Flood (ECCCP-Flood),https://cdn.climatepolicyradar.org/navigator/BGD/2019/extended-community-climate-change-project-flood-ecccp-flood_2f900b054d63bc606954920c39feddc5.pdf,2019-11-14T00:00:00Z,Gender action plan for SAP008: Extended Community Climate Change Project-Flood (ECCCP-Flood),BGD,SAP008,https://climateprojectexplorer.org/document/extended-community-climate-change-project-flood-ecccp-flood_bf95,https://www.greenclimate.fund/sites/default/files/document/gap-sap008.pdf,application/pdf,2f900b054d63bc606954920c39feddc5,GCF.family.SAP008.19090,2019,out_of_scope_geo
GCF.document.SAP008_19090.12638,Extended Community Climate Change Project-Flood (ECCCP-Flood) — 2020 Annual Performance Report for SAP008: Extended Community Climate Change Project-Flood (ECCCP-Flood),https://cdn.climatepolicyradar.org/navigator/BGD/2019/extended-community-climate-change-project-flood-ecccp-flood_6e37dff3dc43e42233ded308ce629585.pdf,2019-11-14T00:00:00Z,Performance report,BGD,SAP008,https://climateprojectexplorer.org/document/extended-community-climate-change-project-flood-ecccp-flood_bf95,https://www.greenclimate.fund/sites/default/files/document/sap008-annual-performance-report-cy2020.pdf,application/pdf,6e37dff3dc43e42233ded308ce629585,GCF.family.SAP008.19090,2019,out_of_scope_geo
GCF.document.SAP008_19090.14694,Extended Community Climate Change Project-Flood (ECCCP-Flood) — 2021 Annual Performance Report for SAP008: Extended Community Climate Change Project-Flood (ECCCP-Flood),https://cdn.climatepolicyradar.org/navigator/BGD/2019/extended-community-climate-change-project-flood-ecccp-flood_7b2749a8d6692ab00f26077dde0adba9.pdf,2019-11-14T00:00:00Z,Performance report,BGD,SAP008,https://climateprojectexplorer.org/document/extended-community-climate-change-project-flood-ecccp-flood_bf95,https://www.greenclimate.fund/sites/default/files/document/sap008-annual-performance-report-cy2021-v.pdf,application/pdf,7b2749a8d6692ab00f26077dde0adba9,GCF.family.SAP008.19090,2019,out_of_scope_geo
GCF.document.SAP008_19090.15845,Extended Community Climate Change Project-Flood (ECCCP-Flood) — 2022 Annual Performance Report for SAP008: Extended Community Climate Change Project-Flood (ECCCP-Flood),https://cdn.climatepolicyradar.org/navigator/BGD/2019/extended-community-climate-change-project-flood-ecccp-flood_4c5c5eff9e6bfce0d9611141052b6134.pdf,2019-11-14T00:00:00Z,Performance report,BGD,SAP008,https://climateprojectexplorer.org/document/extended-community-climate-change-project-flood-ecccp-flood_bf95,https://www.greenclimate.fund/sites/default/files/document/sap008-annual-performance-report-cy2022-v.pdf,application/pdf,4c5c5eff9e6bfce0d9611141052b6134,GCF.family.SAP008.19090,2019,out_of_scope_geo
GCF.document.SAP008_19090.18183,Extended Community Climate Change Project-Flood (ECCCP-Flood) — 2023 Annual Performance Report for SAP008: Extended Community Climate Change Project-Flood (ECCCP-Flood),https://cdn.climatepolicyradar.org/navigator/BGD/2019/extended-community-climate-change-project-flood-ecccp-flood_9431a3b3c3a118af8ec7518285568dc4.pdf,2019-11-14T00:00:00Z,Performance report,BGD,SAP008,https://climateprojectexplorer.org/document/extended-community-climate-change-project-flood-ecccp-flood_bf95,https://www.greenclimate.fund/sites/default/files/document/sap008-annual-performance-report-cy2023.pdf,application/pdf,9431a3b3c3a118af8ec7518285568dc4,GCF.family.SAP008.19090,2019,out_of_scope_geo
GCF.document.SAP008_19090.21233,Extended Community Climate Change Project-Flood (ECCCP-Flood) — Final evaluation report for SAP008: Extended Community Climate Change Project-Flood (ECCCP-Flood),https://cdn.climatepolicyradar.org/navigator/BGD/2019/extended-community-climate-change-project-flood-ecccp-flood_4444f2ff0dc8d82e414bd0c703dc7afa.pdf,2019-11-14T00:00:00Z,Final evaluation,BGD,SAP008,https://climateprojectexplorer.org/document/extended-community-climate-change-project-flood-ecccp-flood_bf95,https://www.greenclimate.fund/sites/default/files/document/sap008-final-evaluation-report-pub.pdf,application/pdf,4444f2ff0dc8d82e414bd0c703dc7afa,GCF.family.SAP008.19090,2019,out_of_scope_geo
GCF.document.SAP008_19090.21255,Extended Community Climate Change Project-Flood (ECCCP-Flood) — Interim evaluation report for SAP008: Extended Community Climate Change Project-Flood (ECCCP-Flood),https://cdn.climatepolicyradar.org/navigator/BGD/2019/extended-community-climate-change-project-flood-ecccp-flood_9169af350ed485b8cc971282dea81a3e.pdf,2019-11-14T00:00:00Z,Interim evaluation report for SAP008: Extended Community Climate Change Project-Flood (ECCCP-Flood),BGD,SAP008,https://climateprojectexplorer.org/document/extended-community-climate-change-project-flood-ecccp-flood_bf95,https://www.greenclimate.fund/sites/default/files/document/sap008-interim-evaluation-report-pub.pdf,application/pdf,9169af350ed485b8cc971282dea81a3e,GCF.family.SAP008.19090,2019,out_of_scope_geo
